0.0272727,0.0227273,0.0181818,0.0181818,0.0272727,0.0363636,0.0363636,0.0363636,0.0386364,0.0386364,0.0386364,0.0386364,0.0386364,0.0409091,0.05,0.0522727,0.0431818,0.0454545,0.0545455,0.0704545,0.0772727,0.0772727,0.0772727,0.0795455,0.075,0.0681818,0.0818182,0.106818,0.131818,0.145455,0.140909,0.143182,0.143182,0.147727,0.159091,0.181818,0.202273,0.229545,0.259091,0.268182,0.281818,0.325,0.365909,0.411364,0.443182,0.447727,0.443182,0.456818,0.454545,0.440909,0.452273,0.475,0.475,0.468182,0.431818,0.4,0.384091,0.363636,0.320455,0.275,0.238636,0.193182,0.147727,0.159091,0.186364,0.247727,0.304545,0.35,0.390909,0.429545,0.463636,0.502273,0.55,0.602273,0.622727,0.638636,0.65,0.672727,0.690909,0.693182,0.681818,0.677273,0.670455,0.656818,0.629545,0.579545,0.515909,0.447727,0.386364,0.347727,0.340909,0.345455,0.329545,0.302273,0.279545,0.254545,0.215909,0.193182,0.179545,0.156818,0.127273,0.0931818,0.0568182,0.0386364,0.0295455,0.0159091,0.00227273,0.00227273,0.00454545,0.00454545,0.00454545,0.00454545,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227273,0.00454545,0.00454545,0.00454545,0.00454545,0.0409091,0.0954546,0.143182,0.179545,0.231818,0.295455,0.372727,0.443182,0.513636,0.568182,0.611364,0.606818,0.563636,0.527273,0.531818,0.561364,0.559091,0.488636,0.427273,0.372727,0.338636,0.313636,0.302273,0.306818,0.3,0.272727,0.211364,0.161364,0.163636,0.159091,0.147727,0.131818,0.129545,0.129545,0.131818,0.145455,0.15,0.147727,0.163636,0.179545,0.186364,0.202273,0.243182,0.295455,0.338636,0.363636,0.377273,0.402273,0.411364,0.402273,0.384091,0.372727,0.352273,0.309091,0.247727,0.202273,0.177273,0.175,0.134091,0.106818,0.0886364,0.0795455,0.0772727,0.0772727,0.075,0.0772727,0.0681818,0.05,0.0204545,0.0181818,0.0181818,0.0181818,0.0181818,
0,0,0.00681818,0.0181818,0.025,0.025,0.025,0.025,0.025,0.0272727,0.0340909,0.0340909,0.0340909,0.0272727,0.0159091,0.00909091,0.0159091,0.025,0.025,0.025,0.0227273,0.0159091,0.0159091,0.0159091,0.0159091,0.0159091,0.0295455,0.0454545,0.0545455,0.0545455,0.0545455,0.0727273,0.0954545,0.104545,0.118182,0.138636,0.147727,0.134091,0.111364,0.0931818,0.0954545,0.106818,0.102273,0.0795455,0.0704545,0.0681818,0.0659091,0.0795455,0.102273,0.115909,0.131818,0.154545,0.161364,0.154545,0.175,0.204545,0.213636,0.209091,0.193182,0.181818,0.177273,0.179545,0.190909,0.209091,0.229545,0.238636,0.231818,0.231818,0.227273,0.220455,0.209091,0.204545,0.186364,0.168182,0.147727,0.131818,0.106818,0.0863636,0.0659091,0.0568182,0.0590909,0.0590909,0.0545455,0.0545455,0.0363636,0.0204545,0.00909091,0.00454545,0.00227273,0.00227273,0.00227273,0,0,0,0,0,0,0.00227273,0.00227273,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00227273,0.00227273,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909091,0.0318182,0.0522727,0.0568182,0.0704545,0.0954545,0.147727,0.197727,0.25,0.3,0.334091,0.365909,0.386364,0.425,0.477273,0.518182,0.554545,0.572727,0.606818,0.625,0.620455,0.602273,0.584091,0.572727,0.545455,0.511364,0.475,0.475,0.477273,0.427273,0.393182,0.409091,0.459091,0.468182,0.452273,0.45,0.479545,0.529545,0.538636,0.534091,0.570455,0.618182,0.643182,0.652273,0.643182,0.656818,0.684091,0.697727,0.704545,0.722727,0.738636,0.745455,0.734091,0.697727,0.627273,0.604545,0.588636,0.575,0.552273,0.506818,0.438636,0.370455,0.302273,0.236364,0.193182,0.2,0.220455,0.231818,0.213636,0.184091,0.159091,0.138636,0.122727,0.113636,0.109091,0.111364,0.109091,0.104545,0.0863636,0.0613636,0.0477273,0.0431818,0.0431818,0.0431818,0.0431818,0.0409091,0.0318182,0.0227273,0.00681818,0,0,0,0,0,0.00227273,0.00227273,0.00227273,0.00227273,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681818,0.0159091,0.0295455,0.0409091,0.0522727,0.0818182,0.115909,0.134091,0.134091,0.15,0.202273,0.240909,0.277273,0.309091,0.343182,0.372727,0.388636,0.390909,0.404545,0.425,0.431818,0.431818,0.452273,0.477273,0.484091,0.468182,0.465909,0.481818,0.518182,0.559091,0.602273,0.638636,0.652273,0.652273,0.636364,0.65,0.647727,0.622727,0.584091,0.554545,0.543182,0.536364,0.518182,0.504545,0.493182,0.490909,0.477273,0.459091,0.445455,0.434091,0.397727,0.35,0.327273,0.325,0.311364,0.281818,0.231818,0.179545,0.179545,0.202273,0.222727,0.254545,0.286364,0.286364,0.265909,0.25,0.275,0.329545,0.379545,0.402273,0.397727,0.370455,0.331818,0.286364,0.252273,0.234091,0.211364,0.161364,0.104545,0.0545455,0.0227273,0.00454545,0,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136364,0.0272727,0.0409091,0.05,0.05,0.0568182,0.0568182,0.0568182,0.0568182,0.0636364,0.0704545,0.0568182,0.0431818,0.0318182,0.0227273,0.0227273,0.0159091,0.0159091,0.0295455,0.0386364,0.0409091,0.0522727,0.0704545,0.109091,0.15,0.177273,0.195455,0.220455,0.240909,0.231818,0.225,0.231818,0.25,0.263636,0.261364,0.281818,0.327273,0.381818,0.443182,0.5,0.568182,0.627273,0.659091,0.679545,0.709091,0.718182,0.7,0.688636,0.675,0.622727,0.554545,0.502273,0.463636,0.425,0.368182,0.306818,0.281818,0.263636,0.231818,0.206818,0.195455,0.206818,0.211364,0.211364,0.202273,0.202273,0.202273,0.181818,0.156818,0.127273,0.0931818,0.0704545,0.05,0.025,0.00227273,0.00227273,0.00681818,0.00681818,0.00681818,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0.00454545,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.0227273,0.0909091,0.140909,0.145455,0.145455,0.147727,0.154545,0.161364,0.170455,0.179545,0.188636,0.181818,0.127273,0.0863636,0.0818182,0.0909091,0.1,0.118182,0.156818,0.211364,0.268182,0.327273,0.361364,0.372727,0.386364,0.422727,0.443182,0.447727,0.447727,0.470455,0.463636,0.406818,0.35,0.322727,0.322727,0.331818,0.352273,0.384091,0.418182,0.427273,0.375,0.334091,0.343182,0.365909,0.415909,0.454545,0.470455,0.463636,0.470455,0.493182,0.518182,0.520455,0.504545,0.486364,0.452273,0.388636,0.331818,0.290909,0.263636,0.236364,0.213636,0.190909,0.184091,0.184091,0.184091,0.184091,0.186364,0.188636,0.181818,0.159091,0.118182,0.0659091,0.0295455,0.0363636,0.0431818,0.0477273,0.0545455,0.0477273,0.0409091,0.0409091,0.0409091,0.0409091,0.0409091,0.0409091,0.0227273,0.0159091,0.0113636,0.00454545,0.00227273,0,0,
0,0,0,0,0,0,0,0,0.00454545,0.00909091,0.0136364,0.0136364,0.0136364,0.0136364,0.0272727,0.0568182,0.0931818,0.113636,0.122727,0.134091,0.159091,0.190909,0.215909,0.222727,0.231818,0.256818,0.288636,0.306818,0.343182,0.390909,0.427273,0.443182,0.456818,0.470455,0.490909,0.509091,0.493182,0.454545,0.406818,0.352273,0.297727,0.25,0.209091,0.172727,0.159091,0.154545,0.147727,0.152273,0.15,0.168182,0.197727,0.231818,0.270455,0.313636,0.363636,0.390909,0.422727,0.463636,0.497727,0.529545,0.554545,0.561364,0.561364,0.554545,0.556818,0.545455,0.538636,0.525,0.506818,0.481818,0.454545,0.420455,0.404545,0.4,0.384091,0.347727,0.302273,0.256818,0.215909,0.172727,0.138636,0.118182,0.106818,0.0840909,0.0522727,0.0318182,0.0181818,0.0113636,0.0113636,0.0113636,0.0136364,0.0159091,0.0227273,0.0295455,0.0318182,0.0318182,0.0318182,0.0340909,0.0522727,0.106818,0.163636,0.163636,0.161364,0.152273,0.147727,0.15,0.15,0.15,0.147727,0.129545,0.0818182,0.0295455,
0.0227273,0.0227273,0.0227273,0.0409091,0.0795455,0.1,0.0909091,0.0840909,0.0818182,0.0818182,0.0818182,0.0818182,0.0818182,0.0863636,0.0727273,0.0386364,0.0136364,0.0136364,0.0136364,0.0136364,0.0136364,0.0136364,0.0159091,0.0204545,0.025,0.0318182,0.0363636,0.0386364,0.0386364,0.0386364,0.0386364,0.0386364,0.0386364,0.0363636,0.0318182,0.0227273,0.0227273,0.025,0.0340909,0.0545455,0.0909091,0.120455,0.125,0.125,0.125,0.163636,0.229545,0.290909,0.352273,0.4,0.431818,0.436364,0.429545,0.452273,0.452273,0.456818,0.456818,0.454545,0.454545,0.456818,0.481818,0.463636,0.434091,0.431818,0.440909,0.504545,0.581818,0.622727,0.590909,0.518182,0.443182,0.359091,0.345455,0.347727,0.327273,0.290909,0.238636,0.170455,0.0931818,0.0613636,0.0613636,0.0613636,0.0613636,0.0409091,0.0340909,0.0454545,0.0454545,0.0340909,0.0204545,0.025,0.0386364,0.0681818,0.104545,0.140909,0.170455,0.175,0.168182,0.168182,0.168182,0.193182,0.213636,0.204545,0.175,0.140909,0.106818,0.0795455,0.0681818,0.0636364,0.0636364,0.0636364,0.0386364,0.0113636,
0,0,0,0,0,0,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00227273,0.00454545,0.0227273,0.0477273,0.0636364,0.0909091,0.118182,0.118182,0.118182,0.118182,0.118182,0.118182,0.115909,0.0977273,0.0727273,0.0590909,0.0704545,0.0795455,0.0954545,0.104545,0.122727,0.152273,0.193182,0.218182,0.225,0.247727,0.309091,0.343182,0.345455,0.35,0.35,0.345455,0.329545,0.322727,0.343182,0.384091,0.4,0.368182,0.295455,0.256818,0.238636,0.25,0.247727,0.243182,0.215909,0.195455,0.184091,0.188636,0.197727,0.247727,0.295455,0.320455,0.306818,0.295455,0.306818,0.322727,0.302273,0.279545,0.238636,0.206818,0.175,0.147727,0.140909,0.159091,0.186364,0.190909,0.175,0.190909,0.220455,0.263636,0.297727,0.315909,0.309091,0.288636,0.263636,0.236364,0.220455,0.215909,0.195455,0.154545,0.118182,0.0795455,0.0431818,0.0295455,0.0295455,0.0295455,0.0295455,0.0204545,0.0181818,0.0181818,0.0159091,0.00681818,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0.00454545,0.0181818,0.0386364,0.0477273,0.0477273,0.0477273,0.0545455,0.0863636,0.118182,0.15,0.172727,0.202273,0.204545,0.195455,0.206818,0.220455,0.240909,0.268182,0.290909,0.3,0.297727,0.297727,0.288636,0.284091,0.272727,0.252273,0.238636,0.222727,0.202273,0.2,0.220455,0.240909,0.247727,0.252273,0.259091,0.295455,0.345455,0.397727,0.45,0.484091,0.484091,0.493182,0.518182,0.55,0.554545,0.552273,0.545455,0.538636,0.525,0.5,0.475,0.440909,0.390909,0.345455,0.322727,0.318182,0.306818,0.286364,0.284091,0.286364,0.268182,0.247727,0.229545,0.209091,0.179545,0.140909,0.111364,0.106818,0.0977273,0.0568182,0.0159091,0.00227273,0,0,0,0,0.00454545,0.0227273,0.0454545,0.0454545,0.0477273,0.0522727,0.0522727,0.0522727,0.0545455,0.0636364,0.0772727,0.0818182,0.0636364,0.0409091,0.0409091,0.0386364,0.0340909,0.0340909,0.0340909,0.0318182,0.0227273,0.00909091,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.00909091,0.0363636,0.0681818,0.0863636,0.0886364,0.0886364,0.0886364,0.0886364,0.0886364,0.0886364,0.0977273,0.102273,0.0886364,0.0818182,0.0795455,0.0863636,0.0931818,0.102273,0.111364,0.127273,0.154545,0.172727,0.2,0.225,0.220455,0.206818,0.197727,0.197727,0.211364,0.225,0.225,0.218182,0.229545,0.236364,0.243182,0.293182,0.381818,0.472727,0.554545,0.611364,0.661364,0.709091,0.727273,0.706818,0.681818,0.670455,0.627273,0.554545,0.481818,0.415909,0.359091,0.304545,0.252273,0.218182,0.2,0.177273,0.145455,0.129545,0.129545,0.145455,0.156818,0.156818,0.15,0.140909,0.154545,0.154545,0.165909,0.195455,0.218182,0.229545,0.222727,0.213636,0.218182,0.240909,0.259091,0.252273,0.256818,0.247727,0.252273,0.259091,0.254545,0.247727,0.222727,0.195455,0.161364,0.140909,0.129545,0.125,0.122727,0.0863636,0.0454545,0.0204545,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454545,0.0181818,0.0295455,0.0477273,0.0659091,0.075,0.0931818,0.115909,0.145455,0.163636,0.175,0.175,0.172727,0.177273,0.172727,0.172727,0.193182,0.204545,0.202273,0.181818,0.177273,0.177273,0.179545,0.168182,0.152273,0.163636,0.181818,0.184091,0.184091,0.188636,0.215909,0.254545,0.290909,0.325,0.363636,0.420455,0.468182,0.504545,0.534091,0.547727,0.559091,0.545455,0.511364,0.484091,0.472727,0.470455,0.45,0.4,0.345455,0.295455,0.281818,0.290909,0.313636,0.336364,0.359091,0.372727,0.395455,0.431818,0.463636,0.475,0.481818,0.484091,0.475,0.465909,0.461364,0.445455,0.425,0.402273,0.375,0.356818,0.372727,0.390909,0.388636,0.356818,0.320455,0.290909,0.272727,0.268182,0.256818,0.225,0.188636,0.143182,0.106818,0.0795455,0.0818182,0.1,0.104545,0.0954545,0.0772727,0.0522727,0.0409091,0.0409091,0.0409091,0.0409091,0.0386364,0.0318182,0.0136364,
0,0,0,0,0,0,0,0,0.00681818,0.0136364,0.0159091,0.0181818,0.0181818,0.0295455,0.0386364,0.0454545,0.0477273,0.0522727,0.0590909,0.0727273,0.102273,0.118182,0.115909,0.134091,0.138636,0.152273,0.165909,0.163636,0.159091,0.152273,0.131818,0.0954545,0.0772727,0.0772727,0.0590909,0.0431818,0.0340909,0.0409091,0.0863636,0.152273,0.220455,0.275,0.295455,0.295455,0.295455,0.306818,0.347727,0.4,0.443182,0.472727,0.463636,0.436364,0.384091,0.363636,0.381818,0.415909,0.477273,0.463636,0.418182,0.377273,0.343182,0.361364,0.393182,0.45,0.493182,0.513636,0.513636,0.479545,0.488636,0.488636,0.461364,0.420455,0.356818,0.297727,0.252273,0.220455,0.190909,0.188636,0.195455,0.197727,0.195455,0.202273,0.209091,0.2,0.190909,0.179545,0.172727,0.170455,0.140909,0.0977273,0.0590909,0.0409091,0.0318182,0.0454545,0.0431818,0.0386364,0.0363636,0.0318182,0.025,0.0227273,0.0204545,0.0204545,0.0204545,0.0204545,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0.00227273,0.00227273,0.00227273,0.00909091,0.0363636,0.0636364,0.0931818,0.111364,0.131818,0.154545,0.188636,0.225,0.252273,0.272727,0.272727,0.254545,0.236364,0.225,0.238636,0.245455,0.238636,0.218182,0.202273,0.204545,0.215909,0.240909,0.277273,0.340909,0.411364,0.468182,0.527273,0.559091,0.584091,0.577273,0.55,0.529545,0.525,0.5,0.443182,0.381818,0.325,0.277273,0.284091,0.306818,0.352273,0.379545,0.411364,0.440909,0.456818,0.465909,0.488636,0.531818,0.581818,0.604545,0.593182,0.572727,0.547727,0.506818,0.45,0.413636,0.388636,0.347727,0.288636,0.211364,0.154545,0.118182,0.0840909,0.0795455,0.0840909,0.102273,0.138636,0.175,0.186364,0.184091,0.184091,0.188636,0.2,0.215909,0.222727,0.222727,0.220455,0.227273,0.245455,0.263636,0.272727,0.268182,0.259091,0.272727,0.286364,0.309091,0.329545,0.327273,0.286364,0.234091,0.2,0.181818,0.175,0.159091,0.122727,0.0931818,0.0886364,
